LIR	WT_R1	WT_R2	Mut_R1	Mut_R2
osmp.Chr01:26585196--26586275,26600295--26601362	1735	948	976	1412
osmp.Chr01:26603456--26612262,26625010--26633861	4645	4852	3785	6404
osmp.Chr01:27044350--27045653,27057191--27058502	9097	8265	6157	10038
osmp.Chr01:27311380--27312080,27326143--27326804	14248	12987	13849	21536
osmp.Chr01:27346215--27346640,27346843--27347263	49	30	62	136
osmp.Chr01:27611024--27611450,27611827--27612254	1027	1140	1397	2365
osmp.Chr01:27634976--27635562,27650073--27650669	3396	3629	3730	5908
osmp.Chr01:27766852--27767289,27767803--27768251	6	15	16	16
osmp.Chr01:27795674--27796110,27796802--27797255	932	724	659	978
osmp.Chr01:27855758--27856158,27857175--27857615	565	542	704	1122
osmp.Chr01:28188824--28190015,28197191--28198409	1952	2329	2228	3560
osmp.Chr01:28189824--28190234,28195649--28196099	1075	1222	1244	1849
osmp.Chr01:28190015--28190517,28195680--28196187	1063	1206	1235	1828
osmp.Chr01:28190156--28190756,28195591--28196187	1063	1206	1235	1828
osmp.Chr01:28425577--28426116,28426174--28426721	632	1081	721	1236
osmp.Chr01:28484683--28497554,28505043--28517883	11389	12596	12099	18302
osmp.Chr01:28670685--28672796,28682614--28684698	4452	5126	4918	8433
osmp.Chr01:29082118--29085826,29095605--29099264	6448	8604	7838	13557
osmp.Chr01:2931474--2932287,2945303--2946110	6363	6597	7759	12838
osmp.Chr01:29652909--29653366,29653369--29653824	788	678	618	1058
osmp.Chr01:29771024--29771893,29784690--29785547	7065	7320	8854	14525
osmp.Chr01:29777666--29778469,29792701--29793502	3529	2999	3144	4989
osmp.Chr01:29866815--29870264,29876548--29879954	1778	1818	1510	2848
osmp.Chr01:29971818--29972250,29972584--29973047	4	7	12	5
osmp.Chr01:30066145--30068110,30076611--30078557	0	0	4	2
osmp.Chr01:30069354--30070016,30074954--30075616	0	0	4	2
osmp.Chr01:30213707--30214699,30226687--30227682	171	188	152	329
osmp.Chr01:30811181--30811918,30822001--30822711	11	11	9	28
osmp.Chr01:30811442--30811855,30825537--30825948	4	2	2	10
osmp.Chr01:31124791--31126365,31134126--31135695	1364	1631	1578	1792
osmp.Chr01:31131773--31133348,31134126--31135695	1069	1189	1110	1160
osmp.Chr01:31190241--31191882,31203298--31204944	3252	3594	3475	6361
osmp.Chr01:31199410--31201218,31203298--31205100	1919	1980	1896	3265
osmp.Chr01:31203298--31204944,31207112--31208776	669	755	767	1899
osmp.Chr01:31204984--31205761,31206420--31207224	201	249	350	487
osmp.Chr01:31205777--31206417,31208779--31209422	338	594	413	1290
osmp.Chr01:31584702--31585150,31586279--31586679	2067	1789	2258	3431
osmp.Chr01:32021545--32022079,32031875--32032433	1873	2294	2395	4005
osmp.Chr01:32057221--32057714,32061977--32062466	975	1237	1513	1936
osmp.Chr01:3210175--3210713,3210728--3211264	257	307	340	562
osmp.Chr01:32182326--32182777,32183935--32184360	116	95	88	148
osmp.Chr01:32386894--32387304,32387662--32388092	219	282	238	406
osmp.Chr01:32386894--32387320,32387608--32388092	219	282	238	406
osmp.Chr01:3350655--3351062,3351771--3352172	47	49	46	95
osmp.Chr01:34322657--34324168,34324482--34325993	2107	2535	2316	3457
osmp.Chr01:34572725--34573143,34577205--34577620	1248	1610	1259	2172
osmp.Chr01:34576091--34576555,34576708--34577168	1148	1511	1168	2000
osmp.Chr01:34851819--34852253,34852694--34853146	364	476	492	736
osmp.Chr01:34934624--34935067,34935610--34936050	183	267	188	304
osmp.Chr01:35250470--35251034,35251298--35251910	1944	1536	2025	3100
osmp.Chr01:35250470--35251094,35251298--35251910	1944	1536	2025	3100
osmp.Chr01:35263980--35264505,35271857--35272398	433	425	431	779
osmp.Chr01:35364045--35365233,35370281--35371460	3517	3948	3564	6040
osmp.Chr01:35513524--35517444,35529252--35533134	8291	10027	9058	13580
osmp.Chr01:35632103--35637241,35640921--35646038	309	502	345	653
osmp.Chr01:35772967--35773795,35777821--35778619	1103	1023	1120	1831
osmp.Chr01:36172619--36173095,36173200--36173720	354	320	317	570
osmp.Chr01:36385378--36385815,36386778--36387206	411	740	601	806
osmp.Chr01:36727742--36728266,36728375--36728926	1965	1910	2355	2760
osmp.Chr01:36816281--36816775,36817057--36817543	276	416	446	826
osmp.Chr01:37177244--37178551,37180899--37182135	3206	3291	3271	5104
osmp.Chr01:37179242--37179692,37180240--37180691	17	21	40	42
osmp.Chr01:37312004--37312423,37313014--37313420	1808	4462	4254	6997
osmp.Chr01:37386174--37389176,37391724--37394691	1967	1972	1375	2210
osmp.Chr01:37391724--37393368,37404270--37405913	1611	1659	1576	2476
osmp.Chr01:37394281--37394691,37403131--37403546	1034	925	844	1498
osmp.Chr01:37504606--37505454,37508834--37509668	2656	3235	2404	4025
osmp.Chr01:37505507--37506299,37508135--37508899	2624	3220	2418	3812
osmp.Chr01:37506295--37508115,37510226--37512018	4016	5171	3978	6457
osmp.Chr01:37635029--37635463,37635465--37635897	48	53	52	81
osmp.Chr01:38068339--38068752,38068766--38069172	5007	7445	7075	10641
osmp.Chr01:38971763--38973925,38985867--38988095	8446	6774	6250	9920
osmp.Chr01:39100732--39101671,39106812--39107749	1368	1496	1160	2015
osmp.Chr01:39391398--39391835,39392399--39392844	615	696	835	1450
osmp.Chr01:39864739--39865201,39865202--39865659	44	34	21	50
osmp.Chr01:39987971--39988685,39992985--39993644	100	172	103	230
osmp.Chr01:40066135--40066596,40067163--40067619	1243	3040	2925	4894
osmp.Chr01:40428416--40428855,40428981--40429433	2	0	2	0
osmp.Chr01:40612002--40612568,40617353--40617918	961	1263	1136	1509
osmp.Chr01:40612845--40613752,40616465--40617362	959	1261	1132	1509
osmp.Chr01:40613851--40615404,40620663--40622226	7257	7875	7175	12440
osmp.Chr01:40668045--40668790,40677055--40677751	8118	6821	6612	11041
osmp.Chr01:40699989--40700847,40709904--40710723	9893	6921	7087	11009
osmp.Chr01:40700135--40700928,40709404--40710234	9746	6680	6902	10645
osmp.Chr01:40700176--40700924,40709485--40710270	9718	6673	6895	10640
osmp.Chr01:40909065--40909747,40909887--40910599	398	501	399	651
osmp.Chr01:40976578--40977007,40977755--40978167	95	89	78	127
osmp.Chr01:40998399--41001539,41012778--41015944	4437	3466	3403	5284
osmp.Chr01:41005184--41012723,41014179--41021670	2187	2537	2421	3961
osmp.Chr01:41010934--41012723,41023562--41025346	1888	2282	2221	3670
osmp.Chr01:41012778--41013878,41025526--41026646	1410	1850	1766	2832
osmp.Chr01:41022161--41023261,41025526--41026646	814	1040	1035	1618
osmp.Chr01:41814764--41815553,41815554--41816343	1926	2740	2270	3293
osmp.Chr01:41814764--41816173,41816174--41817600	2611	3333	3025	4491
osmp.Chr01:41814764--41816524,41816542--41818306	2611	3333	3025	4491
osmp.Chr01:41815297--41816910,41816917--41818504	1408	1270	1331	2123
osmp.Chr01:41816733--41817600,41817605--41818462	702	601	768	1219
osmp.Chr01:42221014--42221468,42231398--42231835	1271	894	891	1451
osmp.Chr01:42221460--42222388,42227412--42228403	1176	809	795	1265
osmp.Chr01:42251356--42251896,42255319--42255858	7085	6790	5475	9665
osmp.Chr01:42251875--42252339,42254213--42254681	45	57	18	94
osmp.Chr01:42255330--42256835,42265961--42267530	9589	8751	7459	12998
osmp.Chr01:42534728--42535128,42535564--42536013	38	22	24	49
osmp.Chr01:42534728--42535191,42535192--42535654	32	18	24	47
osmp.Chr01:42771014--42772115,42785100--42786226	3708	4192	4100	7077
osmp.Chr01:42887400--42889325,42900112--42902034	9028	10577	10684	18041
osmp.Chr01:42893829--42894952,42900112--42901230	69	84	57	99
osmp.Chr01:42896270--42896814,42898812--42899363	41	39	43	44
osmp.Chr01:43049981--43050586,43050853--43051457	648	569	1009	1274
osmp.Chr01:43314706--43315131,43320397--43320819	4	2	4	0
osmp.Chr01:43318951--43319407,43320373--43320815	2	0	0	0
osmp.Chr01:43373690--43381591,43389450--43397258	11483	14603	12725	20478
osmp.Chr01:43389453--43389863,43396848--43397259	8133	10950	9475	15472
osmp.Chr01:43988383--43989481,43997037--43998159	8470	7952	7593	11856
osmp.Chr01:43988507--43989194,44000530--44001217	8468	7952	7598	11856
osmp.Chr01:44093947--44094374,44101352--44101778	7255	9975	8793	14624
osmp.Chr01:44420044--44420738,44424636--44425278	3358	3551	3269	5584
osmp.Chr01:4697711--4698389,4710478--4711136	934	789	931	1549
osmp.Chr01:4701138--4701942,4706589--4707398	688	538	656	1025
osmp.Chr01:4991577--4992327,4995066--4995817	958	1294	1502	2343
osmp.Chr01:5071471--5072288,5072289--5073098	0	0	0	2
osmp.Chr01:5103813--5104810,5104811--5105799	2	0	0	2
osmp.Chr01:5319654--5320143,5320243--5320730	928	759	964	1731
osmp.Chr01:5319654--5320181,5320255--5320730	930	759	964	1729
osmp.Chr01:5756026--5756647,5763540--5764161	398	501	548	753
osmp.Chr01:5780275--5780678,5780691--5781096	1046	1020	716	1362
osmp.Chr01:5948148--5948969,5961047--5961881	14341	17463	17392	26562
osmp.Chr01:5948241--5948969,5960673--5961407	14279	17400	17332	26474
osmp.Chr01:5948242--5948969,5960891--5961635	14315	17428	17352	26498
osmp.Chr01:5948243--5949151,5960280--5961182	14278	17388	17330	26512
osmp.Chr01:604903--605752,606006--606855	161	179	143	391
osmp.Chr01:6187644--6188387,6190684--6191427	4462	3836	1538	2577
osmp.Chr01:6187644--6188387,6200102--6200845	5590	5126	2726	4849
osmp.Chr01:6293352--6293785,6296747--6297171	36	57	26	58
osmp.Chr01:6298325--6298817,6299339--6299835	311	511	693	1119
osmp.Chr01:6304142--6305135,6306696--6307709	6354	7853	10417	16822
osmp.Chr01:6304143--6304733,6307797--6308374	6459	8030	10480	16930
osmp.Chr01:6304331--6305041,6307318--6308008	6244	7736	10285	16409
osmp.Chr01:6304560--6305133,6307703--6308266	6187	7694	10280	16378
osmp.Chr01:6353834--6357481,6364296--6367990	6616	7605	6148	10129
osmp.Chr01:6374244--6374659,6375533--6375961	290	382	359	547
osmp.Chr01:6399564--6400366,6404759--6405517	7	2	2	8
osmp.Chr01:6495308--6496236,6505302--6506231	3673	3896	3299	5871
osmp.Chr01:6504738--6505306,6509537--6510106	3726	3781	3604	5785
osmp.Chr01:680884--681311,682173--682626	122	187	154	210
osmp.Chr01:682064--682626,682643--683197	71	77	94	110
osmp.Chr01:6862070--6863004,6875708--6876645	630	519	659	1060
osmp.Chr01:6869030--6869964,6875708--6876645	0	5	4	7
osmp.Chr01:6874305--6876790,6877881--6880353	0	5	4	7
osmp.Chr01:711208--716837,716974--722604	2434	1444	23166	35634
osmp.Chr01:736134--736902,750583--751348	724	860	835	1260
osmp.Chr01:7686076--7686490,7688798--7689208	87	96	104	121
osmp.Chr01:7884061--7884614,7885360--7885915	20	12	11	5
osmp.Chr01:833232--833639,840678--841086	8481	11160	10077	15988
osmp.Chr01:8334468--8335643,8349813--8351047	3325	3499	3439	4703
osmp.Chr01:8986460--8991625,9001491--9006655	690	656	687	1164
osmp.Chr01:8991636--8992155,9005609--9006111	690	656	687	1164
osmp.Chr01:8997356--8997794,9005178--9005613	651	588	654	1072
osmp.Chr01:9009627--9010066,9010067--9010508	7	0	6	10
osmp.Chr01:9021691--9022260,9023242--9023816	429	537	651	1005
osmp.Chr01:9460816--9461509,9470023--9470714	3788	3211	3559	5989
osmp.Chr01:9460909--9461514,9469799--9470397	3780	3200	3552	5975
osmp.Chr01:9461026--9461738,9469867--9470581	3786	3208	3567	5989
osmp.Chr01:9473179--9474065,9484115--9485065	992	1047	1124	1906
osmp.Chr01:9475992--9478168,9485893--9488086	2868	2400	2708	4294
osmp.Chr01:9478728--9479802,9484108--9485206	1100	1144	1229	2061
osmp.Chr01:9504215--9504648,9505237--9505674	1604	1880	2740	4138
osmp.Chr02:10075213--10075646,10075831--10076264	989	946	1036	1549
osmp.Chr02:10277964--10278739,10278794--10279509	5	2	0	11
osmp.Chr02:10366596--10367826,10372834--10374059	3719	3816	3584	5700
osmp.Chr02:10404579--10405019,10409855--10410290	1449	3119	3665	5697
osmp.Chr02:10577053--10577684,10577845--10578456	899	1107	1317	2205
osmp.Chr02:10738468--10739155,10746768--10747516	8269	8978	8025	13451
osmp.Chr02:10738470--10739152,10741130--10741810	415	460	363	706
osmp.Chr02:11030255--11030951,11036984--11037682	693	733	550	1012
osmp.Chr02:11030353--11031123,11038701--11039469	975	971	726	1344
osmp.Chr02:11398113--11400144,11405748--11407762	851	1574	1050	1782
osmp.Chr02:11401380--11404345,11409266--11412208	558	1428	858	1481
osmp.Chr02:11404340--11405314,11407990--11408960	540	1245	731	1292
osmp.Chr02:11408072--11411028,11418265--11421220	1381	2241	1256	2269
osmp.Chr02:11424414--11426166,11430470--11432201	1347	1722	1397	2381
osmp.Chr02:11428843--11429345,11430714--11431210	455	569	471	721
osmp.Chr02:11483164--11483633,11483652--11484114	7	12	7	19
osmp.Chr02:11483674--11484097,11484271--11484694	9	10	5	27
osmp.Chr02:11569920--11570378,11571393--11571889	246	300	221	417
osmp.Chr02:11569920--11570449,11571393--11571889	246	300	221	417
osmp.Chr02:11795689--11798657,11810146--11813147	4991	4278	3954	6690
osmp.Chr02:11928379--11929042,11929117--11929754	2010	2039	2012	3818
osmp.Chr02:11989238--11989676,12001649--12002086	10946	11844	11205	17996
osmp.Chr02:11991511--11992643,12004057--12005189	12035	13073	11540	19121
osmp.Chr02:11992948--11994686,12001646--12003425	10274	11117	10363	17090
osmp.Chr02:12024681--12027627,12039312--12042260	1933	1745	1448	2474
osmp.Chr02:12055745--12056546,12056820--12057604	114	147	104	257
osmp.Chr02:12056166--12056747,12056775--12057348	79	102	72	186
osmp.Chr02:12634678--12642704,12651362--12659388	5983	5862	5404	8085
osmp.Chr02:12684848--12694549,12706099--12715800	5357	5228	4306	6522
osmp.Chr02:12731980--12732741,12742646--12743419	4775	5386	5746	9000
osmp.Chr02:12732970--12733519,12737981--12738543	4639	5197	5586	8728
osmp.Chr02:12841685--12844600,12851002--12853952	954	1171	920	1580
osmp.Chr02:12897479--12899547,12910660--12912724	1391	1714	1552	1534
osmp.Chr02:12899840--12900486,12910042--12910683	537	553	399	746
osmp.Chr02:13184239--13185352,13185794--13186921	368	479	407	661
osmp.Chr02:13217898--13218323,13232515--13232932	1162	1568	1255	2063
osmp.Chr02:13219069--13220750,13229935--13231600	1066	1397	1117	1846
osmp.Chr02:13333501--13335164,13344828--13346492	6222	5373	7119	11826
osmp.Chr02:13343250--13344805,13349198--13350753	964	1250	678	1777
osmp.Chr02:13347840--13349150,13356845--13358156	1654	1688	886	2303
osmp.Chr02:13522307--13523964,13524762--13526428	1955	1224	1114	2219
osmp.Chr02:13544580--13546136,13557139--13558695	4240	5168	4636	6705
osmp.Chr02:13580875--13581451,13589332--13589887	476	597	417	890
osmp.Chr02:13580883--13581305,13589174--13589600	467	584	408	875
osmp.Chr02:13580883--13581451,13595456--13596055	484	642	480	1043
osmp.Chr02:13580884--13581451,13595623--13596209	502	642	483	1047
osmp.Chr02:13581034--13581439,13589179--13589599	463	553	385	849
osmp.Chr02:13625015--13625807,13635227--13636018	1302	2021	1407	2634
osmp.Chr02:13627942--13629436,13635227--13636714	1153	1762	1144	2281
osmp.Chr02:13629435--13641162,13651280--13662805	3667	3968	2745	4336
osmp.Chr02:13635227--13636022,13636801--13637597	1214	1003	892	1179
osmp.Chr02:13635227--13636697,13639727--13641161	1419	1203	1159	1625
osmp.Chr02:13640370--13641191,13643186--13644005	1384	1911	1091	1897
osmp.Chr02:13644006--13647455,13658604--13661999	2165	1385	1500	1946
osmp.Chr02:13644006--13647456,13655690--13659089	2162	1368	1492	1936
osmp.Chr02:13644006--13647456,13659973--13663367	2179	1378	1487	1897
osmp.Chr02:13644006--13647456,13661512--13664895	2159	1381	1484	1905
osmp.Chr02:13644006--13647459,13647469--13650921	630	583	455	763
osmp.Chr02:13655713--13664724,13669085--13678366	573	323	311	678
osmp.Chr02:13659845--13668856,13669085--13678366	495	310	299	691
osmp.Chr02:13710372--13713183,13721173--13724087	898	1243	1039	1682
osmp.Chr02:13715716--13718114,13727040--13729408	1510	1656	1601	2726
osmp.Chr02:13717703--13718111,13724915--13725333	481	593	582	936
osmp.Chr02:13720366--13721173,13723241--13724083	406	556	526	822
osmp.Chr02:13727297--13728440,13731109--13732265	1232	1275	1482	2621
osmp.Chr02:13728338--13729408,13729970--13731060	1124	945	922	1810
osmp.Chr02:13729409--13729974,13732663--13733209	750	750	1505	1999
osmp.Chr02:13729409--13731069,13733785--13735434	1171	1092	1889	2636
osmp.Chr02:13790709--13791264,13804790--13805382	15724	13182	8352	12829
osmp.Chr02:13812766--13813694,13816595--13817549	564	694	633	2490
osmp.Chr02:13957376--13957895,13960955--13961488	337	470	485	755
osmp.Chr02:14003571--14004550,14015723--14016681	1711	1440	1994	2300
osmp.Chr02:14004821--14005576,14014528--14015275	1052	1070	944	1736
osmp.Chr02:14004821--14005946,14010756--14011934	347	493	437	654
osmp.Chr02:14004821--14005946,14014091--14015275	1070	1094	960	1702
osmp.Chr02:14115378--14116048,14127538--14128212	1292	1779	1200	2139
osmp.Chr02:14120591--14121068,14126852--14127371	552	468	478	826
osmp.Chr02:14197250--14197679,14211153--14211580	1922	1883	1589	2545
osmp.Chr02:14198411--14200140,14208382--14210106	1848	1713	1378	2303
osmp.Chr02:14201714--14202381,14207205--14207869	875	1090	721	1182
osmp.Chr02:14206146--14206578,14211153--14211580	877	700	782	1173
osmp.Chr02:14207219--14207698,14212640--14213119	905	758	793	1276
osmp.Chr02:14226194--14227098,14233967--14234876	4360	4678	4419	7658
osmp.Chr02:14230245--14230772,14233450--14233975	3639	4113	3874	6527
osmp.Chr02:14526788--14527902,14529624--14530736	385	300	338	583
osmp.Chr02:14526788--14527902,14538501--14539612	1221	883	1018	1405
osmp.Chr02:14528242--14529593,14539802--14541163	2046	1856	1764	2850
osmp.Chr02:14537118--14538470,14539802--14541163	1238	1171	1063	1945
osmp.Chr02:14721531--14722195,14722202--14722862	16	45	23	55
osmp.Chr02:14738326--14738795,14752896--14753364	549	559	456	863
osmp.Chr02:14793183--14793892,14794114--14794798	0	0	0	2
osmp.Chr02:14838641--14839858,14851005--14852242	2802	3406	2943	5022
osmp.Chr02:14840594--14841496,14845066--14845973	252	305	241	370
osmp.Chr02:14842675--14844873,14852447--14854707	2095	2730	2318	3953
osmp.Chr02:14849330--14850376,14853662--14854707	2041	2665	2279	3889
osmp.Chr02:14994280--14995413,14995706--14996838	2344	3774	3838	6244
osmp.Chr02:15026645--15027115,15036725--15037195	1675	1912	1159	2098
osmp.Chr02:15055428--15055898,15067850--15068320	1887	2088	1303	2462
osmp.Chr02:15060684--15063026,15069768--15072110	1178	1279	765	1361
osmp.Chr02:15067850--15068320,15076826--15077293	1165	1223	774	1360
osmp.Chr02:15069197--15069758,15075421--15075982	647	786	506	823
osmp.Chr02:15079083--15082080,15088490--15091480	1123	1352	1029	1989
osmp.Chr02:15110224--15111574,15123925--15125299	2832	2767	2382	3847
osmp.Chr02:15178905--15179504,15189593--15190155	6265	7396	6763	10893
osmp.Chr02:15180235--15181146,15187961--15188899	6230	7377	6746	10853
osmp.Chr02:15181142--15183021,15185012--15186858	5844	6635	6207	9973
